"price","airline","Origin","Destination","DepartureDate","ReturnDate","ScrapeDate","nbr_trials","Journey","TravelDates","DaysBeforeDeparture"
5831,NA,"CPH","BKK",2019-03-02,2019-03-09,2019-02-19,1,"CPH-BKK","2019-03-02-2019-03-09",11
6649,NA,"CPH","BKK",2019-03-02,2019-03-09,2019-02-20,1,"CPH-BKK","2019-03-02-2019-03-09",10
6649,NA,"CPH","BKK",2019-03-02,2019-03-09,2019-02-21,1,"CPH-BKK","2019-03-02-2019-03-09",9
6649,NA,"CPH","BKK",2019-03-02,2019-03-09,2019-02-22,1,"CPH-BKK","2019-03-02-2019-03-09",8
9564,NA,"CPH","BKK",2019-03-02,2019-03-09,2019-02-23,1,"CPH-BKK","2019-03-02-2019-03-09",7
5816,NA,"CPH","BKK",2019-03-03,2019-03-08,2019-02-18,1,"CPH-BKK","2019-03-03-2019-03-08",13
5831,NA,"CPH","BKK",2019-03-03,2019-03-08,2019-02-19,1,"CPH-BKK","2019-03-03-2019-03-08",12
5818,NA,"CPH","BKK",2019-03-03,2019-03-08,2019-02-20,1,"CPH-BKK","2019-03-03-2019-03-08",11
5818,NA,"CPH","BKK",2019-03-03,2019-03-08,2019-02-21,1,"CPH-BKK","2019-03-03-2019-03-08",10
5818,NA,"CPH","BKK",2019-03-03,2019-03-08,2019-02-22,1,"CPH-BKK","2019-03-03-2019-03-08",9
5575,NA,"CPH","BKK",2019-03-03,2019-03-08,2019-02-23,1,"CPH-BKK","2019-03-03-2019-03-08",8
6176,NA,"CPH","BKK",2019-03-03,2019-03-09,2019-02-18,1,"CPH-BKK","2019-03-03-2019-03-09",13
5831,NA,"CPH","BKK",2019-03-03,2019-03-09,2019-02-19,1,"CPH-BKK","2019-03-03-2019-03-09",12
6179,NA,"CPH","BKK",2019-03-03,2019-03-09,2019-02-20,2,"CPH-BKK","2019-03-03-2019-03-09",11
6215,NA,"CPH","BKK",2019-03-03,2019-03-09,2019-02-21,1,"CPH-BKK","2019-03-03-2019-03-09",10
6711,NA,"CPH","BKK",2019-03-03,2019-03-09,2019-02-22,1,"CPH-BKK","2019-03-03-2019-03-09",9
6711,NA,"CPH","BKK",2019-03-03,2019-03-09,2019-02-23,1,"CPH-BKK","2019-03-03-2019-03-09",8
5831,NA,"CPH","BKK",2019-03-03,2019-03-10,2019-02-19,1,"CPH-BKK","2019-03-03-2019-03-10",12
5818,NA,"CPH","BKK",2019-03-03,2019-03-10,2019-02-20,1,"CPH-BKK","2019-03-03-2019-03-10",11
5818,NA,"CPH","BKK",2019-03-03,2019-03-10,2019-02-21,1,"CPH-BKK","2019-03-03-2019-03-10",10
5818,NA,"CPH","BKK",2019-03-03,2019-03-10,2019-02-22,1,"CPH-BKK","2019-03-03-2019-03-10",9
5892,NA,"CPH","BKK",2019-03-03,2019-03-10,2019-02-23,1,"CPH-BKK","2019-03-03-2019-03-10",8
6176,NA,"CPH","BKK",2019-03-04,2019-03-09,2019-02-18,1,"CPH-BKK","2019-03-04-2019-03-09",14
5831,NA,"CPH","BKK",2019-03-04,2019-03-09,2019-02-19,1,"CPH-BKK","2019-03-04-2019-03-09",13
6179,NA,"CPH","BKK",2019-03-04,2019-03-09,2019-02-20,1,"CPH-BKK","2019-03-04-2019-03-09",12
6179,NA,"CPH","BKK",2019-03-04,2019-03-09,2019-02-21,1,"CPH-BKK","2019-03-04-2019-03-09",11
6711,NA,"CPH","BKK",2019-03-04,2019-03-09,2019-02-22,1,"CPH-BKK","2019-03-04-2019-03-09",10
6711,NA,"CPH","BKK",2019-03-04,2019-03-09,2019-02-23,1,"CPH-BKK","2019-03-04-2019-03-09",9
5831,NA,"CPH","BKK",2019-03-04,2019-03-10,2019-02-19,1,"CPH-BKK","2019-03-04-2019-03-10",13
5818,NA,"CPH","BKK",2019-03-04,2019-03-10,2019-02-20,1,"CPH-BKK","2019-03-04-2019-03-10",12
5818,NA,"CPH","BKK",2019-03-04,2019-03-10,2019-02-21,1,"CPH-BKK","2019-03-04-2019-03-10",11
5818,NA,"CPH","BKK",2019-03-04,2019-03-10,2019-02-22,1,"CPH-BKK","2019-03-04-2019-03-10",10
5511,NA,"CPH","BKK",2019-03-04,2019-03-10,2019-02-23,1,"CPH-BKK","2019-03-04-2019-03-10",9
5605,NA,"CPH","BKK",2019-03-04,2019-03-11,2019-02-20,1,"CPH-BKK","2019-03-04-2019-03-11",12
5605,NA,"CPH","BKK",2019-03-04,2019-03-11,2019-02-21,1,"CPH-BKK","2019-03-04-2019-03-11",11
5650,NA,"CPH","BKK",2019-03-04,2019-03-11,2019-02-22,1,"CPH-BKK","2019-03-04-2019-03-11",10
5650,NA,"CPH","BKK",2019-03-04,2019-03-11,2019-02-23,1,"CPH-BKK","2019-03-04-2019-03-11",9
5831,NA,"CPH","BKK",2019-03-05,2019-03-10,2019-02-19,1,"CPH-BKK","2019-03-05-2019-03-10",14
5818,NA,"CPH","BKK",2019-03-05,2019-03-10,2019-02-20,1,"CPH-BKK","2019-03-05-2019-03-10",13
5818,NA,"CPH","BKK",2019-03-05,2019-03-10,2019-02-21,1,"CPH-BKK","2019-03-05-2019-03-10",12
5818,NA,"CPH","BKK",2019-03-05,2019-03-10,2019-02-22,1,"CPH-BKK","2019-03-05-2019-03-10",11
5557,NA,"CPH","BKK",2019-03-05,2019-03-10,2019-02-23,1,"CPH-BKK","2019-03-05-2019-03-10",10
5818,NA,"CPH","BKK",2019-03-05,2019-03-11,2019-02-20,1,"CPH-BKK","2019-03-05-2019-03-11",13
5852,NA,"CPH","BKK",2019-03-05,2019-03-11,2019-02-21,1,"CPH-BKK","2019-03-05-2019-03-11",12
5873,NA,"CPH","BKK",2019-03-05,2019-03-11,2019-02-22,1,"CPH-BKK","2019-03-05-2019-03-11",11
5575,NA,"CPH","BKK",2019-03-05,2019-03-11,2019-02-23,1,"CPH-BKK","2019-03-05-2019-03-11",10
5480,NA,"CPH","BKK",2019-03-05,2019-03-12,2019-02-21,1,"CPH-BKK","2019-03-05-2019-03-12",12
5557,NA,"CPH","BKK",2019-03-05,2019-03-12,2019-02-22,1,"CPH-BKK","2019-03-05-2019-03-12",11
5557,NA,"CPH","BKK",2019-03-05,2019-03-12,2019-02-23,1,"CPH-BKK","2019-03-05-2019-03-12",10
5818,NA,"CPH","BKK",2019-03-06,2019-03-11,2019-02-20,1,"CPH-BKK","2019-03-06-2019-03-11",14
5818,NA,"CPH","BKK",2019-03-06,2019-03-11,2019-02-21,1,"CPH-BKK","2019-03-06-2019-03-11",13
5873,NA,"CPH","BKK",2019-03-06,2019-03-11,2019-02-22,1,"CPH-BKK","2019-03-06-2019-03-11",12
5575,NA,"CPH","BKK",2019-03-06,2019-03-11,2019-02-23,1,"CPH-BKK","2019-03-06-2019-03-11",11
5473,NA,"CPH","BKK",2019-03-06,2019-03-12,2019-02-21,1,"CPH-BKK","2019-03-06-2019-03-12",13
5557,NA,"CPH","BKK",2019-03-06,2019-03-12,2019-02-22,1,"CPH-BKK","2019-03-06-2019-03-12",12
5575,NA,"CPH","BKK",2019-03-06,2019-03-12,2019-02-23,1,"CPH-BKK","2019-03-06-2019-03-12",11
5818,NA,"CPH","BKK",2019-03-06,2019-03-13,2019-02-22,1,"CPH-BKK","2019-03-06-2019-03-13",12
7544,NA,"CPH","BKK",2019-03-06,2019-03-13,2019-02-23,1,"CPH-BKK","2019-03-06-2019-03-13",11
6215,NA,"CPH","BKK",2019-03-07,2019-03-12,2019-02-21,1,"CPH-BKK","2019-03-07-2019-03-12",14
6215,NA,"CPH","BKK",2019-03-07,2019-03-12,2019-02-22,1,"CPH-BKK","2019-03-07-2019-03-12",13
5568,NA,"CPH","BKK",2019-03-07,2019-03-12,2019-02-23,1,"CPH-BKK","2019-03-07-2019-03-12",12
5852,NA,"CPH","BKK",2019-03-07,2019-03-13,2019-02-22,1,"CPH-BKK","2019-03-07-2019-03-13",13
5568,NA,"CPH","BKK",2019-03-07,2019-03-13,2019-02-23,1,"CPH-BKK","2019-03-07-2019-03-13",12
5568,NA,"CPH","BKK",2019-03-07,2019-03-14,2019-02-23,1,"CPH-BKK","2019-03-07-2019-03-14",12
5557,NA,"CPH","BKK",2019-03-08,2019-03-13,2019-02-22,1,"CPH-BKK","2019-03-08-2019-03-13",14
5557,NA,"CPH","BKK",2019-03-08,2019-03-13,2019-02-23,1,"CPH-BKK","2019-03-08-2019-03-13",13
7861,NA,"CPH","BKK",2019-03-08,2019-03-13,2019-03-01,1,"CPH-BKK","2019-03-08-2019-03-13",7
5518,NA,"CPH","BKK",2019-03-08,2019-03-14,2019-02-23,1,"CPH-BKK","2019-03-08-2019-03-14",13
7861,NA,"CPH","BKK",2019-03-08,2019-03-14,2019-03-01,1,"CPH-BKK","2019-03-08-2019-03-14",7
7861,NA,"CPH","BKK",2019-03-08,2019-03-15,2019-03-01,1,"CPH-BKK","2019-03-08-2019-03-15",7
7933,NA,"CPH","BKK",2019-03-09,2019-03-14,2019-02-23,1,"CPH-BKK","2019-03-09-2019-03-14",14
5860,NA,"CPH","BKK",2019-03-09,2019-03-14,2019-03-01,1,"CPH-BKK","2019-03-09-2019-03-14",8
5860,NA,"CPH","BKK",2019-03-09,2019-03-15,2019-03-01,1,"CPH-BKK","2019-03-09-2019-03-15",8
5860,NA,"CPH","BKK",2019-03-09,2019-03-16,2019-03-01,1,"CPH-BKK","2019-03-09-2019-03-16",8
5544,NA,"CPH","BKK",2019-03-10,2019-03-15,2019-03-01,1,"CPH-BKK","2019-03-10-2019-03-15",9
5544,NA,"CPH","BKK",2019-03-10,2019-03-16,2019-03-01,1,"CPH-BKK","2019-03-10-2019-03-16",9
5544,NA,"CPH","BKK",2019-03-10,2019-03-17,2019-03-01,1,"CPH-BKK","2019-03-10-2019-03-17",9
5860,NA,"CPH","BKK",2019-03-11,2019-03-16,2019-03-01,1,"CPH-BKK","2019-03-11-2019-03-16",10
5860,NA,"CPH","BKK",2019-03-11,2019-03-17,2019-03-01,1,"CPH-BKK","2019-03-11-2019-03-17",10
5860,NA,"CPH","BKK",2019-03-11,2019-03-18,2019-03-01,1,"CPH-BKK","2019-03-11-2019-03-18",10
5860,NA,"CPH","BKK",2019-03-12,2019-03-17,2019-03-01,1,"CPH-BKK","2019-03-12-2019-03-17",11
5860,NA,"CPH","BKK",2019-03-12,2019-03-18,2019-03-01,1,"CPH-BKK","2019-03-12-2019-03-18",11
5790,NA,"CPH","BKK",2019-03-12,2019-03-19,2019-03-01,1,"CPH-BKK","2019-03-12-2019-03-19",11
5781,NA,"CPH","BKK",2019-03-13,2019-03-18,2019-03-01,1,"CPH-BKK","2019-03-13-2019-03-18",12
5781,NA,"CPH","BKK",2019-03-13,2019-03-19,2019-03-01,1,"CPH-BKK","2019-03-13-2019-03-19",12
5781,NA,"CPH","BKK",2019-03-13,2019-03-20,2019-03-01,1,"CPH-BKK","2019-03-13-2019-03-20",12
5860,NA,"CPH","BKK",2019-03-14,2019-03-19,2019-03-01,1,"CPH-BKK","2019-03-14-2019-03-19",13
5553,NA,"CPH","BKK",2019-03-14,2019-03-19,2019-03-07,1,"CPH-BKK","2019-03-14-2019-03-19",7
5860,NA,"CPH","BKK",2019-03-14,2019-03-20,2019-03-01,1,"CPH-BKK","2019-03-14-2019-03-20",13
5553,NA,"CPH","BKK",2019-03-14,2019-03-20,2019-03-07,1,"CPH-BKK","2019-03-14-2019-03-20",7
5553,NA,"CPH","BKK",2019-03-14,2019-03-21,2019-03-07,1,"CPH-BKK","2019-03-14-2019-03-21",7
7861,NA,"CPH","BKK",2019-03-15,2019-03-20,2019-03-01,1,"CPH-BKK","2019-03-15-2019-03-20",14
5553,NA,"CPH","BKK",2019-03-15,2019-03-20,2019-03-07,1,"CPH-BKK","2019-03-15-2019-03-20",8
5553,NA,"CPH","BKK",2019-03-15,2019-03-21,2019-03-07,1,"CPH-BKK","2019-03-15-2019-03-21",8
5868,NA,"CPH","BKK",2019-03-15,2019-03-22,2019-03-07,1,"CPH-BKK","2019-03-15-2019-03-22",8
5553,NA,"CPH","BKK",2019-03-16,2019-03-21,2019-03-07,1,"CPH-BKK","2019-03-16-2019-03-21",9
5868,NA,"CPH","BKK",2019-03-16,2019-03-22,2019-03-07,1,"CPH-BKK","2019-03-16-2019-03-22",9
5868,NA,"CPH","BKK",2019-03-16,2019-03-23,2019-03-07,1,"CPH-BKK","2019-03-16-2019-03-23",9
5814,NA,"CPH","BKK",2019-03-17,2019-03-22,2019-03-07,1,"CPH-BKK","2019-03-17-2019-03-22",10
5808,NA,"CPH","BKK",2019-03-17,2019-03-22,2019-03-10,1,"CPH-BKK","2019-03-17-2019-03-22",7
5868,NA,"CPH","BKK",2019-03-17,2019-03-23,2019-03-07,1,"CPH-BKK","2019-03-17-2019-03-23",10
5860,NA,"CPH","BKK",2019-03-17,2019-03-23,2019-03-10,1,"CPH-BKK","2019-03-17-2019-03-23",7
5553,NA,"CPH","BKK",2019-03-17,2019-03-24,2019-03-07,1,"CPH-BKK","2019-03-17-2019-03-24",10
5545,NA,"CPH","BKK",2019-03-17,2019-03-24,2019-03-10,1,"CPH-BKK","2019-03-17-2019-03-24",7
5868,NA,"CPH","BKK",2019-03-18,2019-03-23,2019-03-07,1,"CPH-BKK","2019-03-18-2019-03-23",11
5860,NA,"CPH","BKK",2019-03-18,2019-03-23,2019-03-10,1,"CPH-BKK","2019-03-18-2019-03-23",8
5553,NA,"CPH","BKK",2019-03-18,2019-03-24,2019-03-07,1,"CPH-BKK","2019-03-18-2019-03-24",11
5545,NA,"CPH","BKK",2019-03-18,2019-03-24,2019-03-10,1,"CPH-BKK","2019-03-18-2019-03-24",8
5553,NA,"CPH","BKK",2019-03-18,2019-03-25,2019-03-07,1,"CPH-BKK","2019-03-18-2019-03-25",11
5545,NA,"CPH","BKK",2019-03-18,2019-03-25,2019-03-10,1,"CPH-BKK","2019-03-18-2019-03-25",8
5553,NA,"CPH","BKK",2019-03-19,2019-03-24,2019-03-07,1,"CPH-BKK","2019-03-19-2019-03-24",12
5545,NA,"CPH","BKK",2019-03-19,2019-03-24,2019-03-10,1,"CPH-BKK","2019-03-19-2019-03-24",9
5553,NA,"CPH","BKK",2019-03-19,2019-03-25,2019-03-07,1,"CPH-BKK","2019-03-19-2019-03-25",12
5545,NA,"CPH","BKK",2019-03-19,2019-03-25,2019-03-10,1,"CPH-BKK","2019-03-19-2019-03-25",9
5553,NA,"CPH","BKK",2019-03-19,2019-03-26,2019-03-07,1,"CPH-BKK","2019-03-19-2019-03-26",12
5545,NA,"CPH","BKK",2019-03-19,2019-03-26,2019-03-10,1,"CPH-BKK","2019-03-19-2019-03-26",9
5553,NA,"CPH","BKK",2019-03-20,2019-03-25,2019-03-07,1,"CPH-BKK","2019-03-20-2019-03-25",13
5545,NA,"CPH","BKK",2019-03-20,2019-03-25,2019-03-10,1,"CPH-BKK","2019-03-20-2019-03-25",10
5553,NA,"CPH","BKK",2019-03-20,2019-03-26,2019-03-07,1,"CPH-BKK","2019-03-20-2019-03-26",13
5545,NA,"CPH","BKK",2019-03-20,2019-03-26,2019-03-10,1,"CPH-BKK","2019-03-20-2019-03-26",10
5545,NA,"CPH","BKK",2019-03-20,2019-03-27,2019-03-10,1,"CPH-BKK","2019-03-20-2019-03-27",10
5553,NA,"CPH","BKK",2019-03-21,2019-03-26,2019-03-07,1,"CPH-BKK","2019-03-21-2019-03-26",14
5545,NA,"CPH","BKK",2019-03-21,2019-03-26,2019-03-10,1,"CPH-BKK","2019-03-21-2019-03-26",11
5545,NA,"CPH","BKK",2019-03-21,2019-03-27,2019-03-10,1,"CPH-BKK","2019-03-21-2019-03-27",11
5781,NA,"CPH","BKK",2019-03-21,2019-03-28,2019-03-10,1,"CPH-BKK","2019-03-21-2019-03-28",11
5545,NA,"CPH","BKK",2019-03-22,2019-03-27,2019-03-10,1,"CPH-BKK","2019-03-22-2019-03-27",12
5860,NA,"CPH","BKK",2019-03-22,2019-03-28,2019-03-10,1,"CPH-BKK","2019-03-22-2019-03-28",12
5860,NA,"CPH","BKK",2019-03-22,2019-03-29,2019-03-10,1,"CPH-BKK","2019-03-22-2019-03-29",12
5860,NA,"CPH","BKK",2019-03-23,2019-03-28,2019-03-10,1,"CPH-BKK","2019-03-23-2019-03-28",13
5860,NA,"CPH","BKK",2019-03-23,2019-03-29,2019-03-10,1,"CPH-BKK","2019-03-23-2019-03-29",13
5808,NA,"CPH","BKK",2019-03-24,2019-03-29,2019-03-10,1,"CPH-BKK","2019-03-24-2019-03-29",14
918,NA,"CPH","LON",2019-01-20,2019-01-24,2019-01-14,1,"CPH-LON","2019-01-20-2019-01-24",6
1300,NA,"CPH","LON",2019-01-20,2019-01-25,2019-01-14,1,"CPH-LON","2019-01-20-2019-01-25",6
1141,NA,"CPH","LON",2019-01-20,2019-01-26,2019-01-14,1,"CPH-LON","2019-01-20-2019-01-26",6
1104,NA,"CPH","LON",2019-01-20,2019-01-27,2019-01-14,1,"CPH-LON","2019-01-20-2019-01-27",6
693,NA,"CPH","LON",2019-01-21,2019-01-25,2019-01-14,1,"CPH-LON","2019-01-21-2019-01-25",7
527,NA,"CPH","LON",2019-01-21,2019-01-26,2019-01-14,1,"CPH-LON","2019-01-21-2019-01-26",7
692,NA,"CPH","LON",2019-01-21,2019-01-26,2019-01-15,1,"CPH-LON","2019-01-21-2019-01-26",6
723,NA,"CPH","LON",2019-01-21,2019-01-27,2019-01-14,1,"CPH-LON","2019-01-21-2019-01-27",7
787,NA,"CPH","LON",2019-01-21,2019-01-27,2019-01-15,1,"CPH-LON","2019-01-21-2019-01-27",6
369,NA,"CPH","LON",2019-01-21,2019-01-28,2019-01-14,1,"CPH-LON","2019-01-21-2019-01-28",7
562,NA,"CPH","LON",2019-01-21,2019-01-28,2019-01-15,1,"CPH-LON","2019-01-21-2019-01-28",6
527,NA,"CPH","LON",2019-01-22,2019-01-26,2019-01-14,1,"CPH-LON","2019-01-22-2019-01-26",8
723,NA,"CPH","LON",2019-01-22,2019-01-27,2019-01-14,1,"CPH-LON","2019-01-22-2019-01-27",8
685,NA,"CPH","LON",2019-01-22,2019-01-27,2019-01-15,1,"CPH-LON","2019-01-22-2019-01-27",7
693,NA,"CPH","LON",2019-01-22,2019-01-27,2019-01-16,1,"CPH-LON","2019-01-22-2019-01-27",6
369,NA,"CPH","LON",2019-01-22,2019-01-28,2019-01-14,1,"CPH-LON","2019-01-22-2019-01-28",8
460,NA,"CPH","LON",2019-01-22,2019-01-28,2019-01-15,1,"CPH-LON","2019-01-22-2019-01-28",7
622,NA,"CPH","LON",2019-01-22,2019-01-28,2019-01-16,1,"CPH-LON","2019-01-22-2019-01-28",6
369,NA,"CPH","LON",2019-01-22,2019-01-29,2019-01-14,1,"CPH-LON","2019-01-22-2019-01-29",8
369,NA,"CPH","LON",2019-01-22,2019-01-29,2019-01-15,1,"CPH-LON","2019-01-22-2019-01-29",7
438,NA,"CPH","LON",2019-01-22,2019-01-29,2019-01-16,1,"CPH-LON","2019-01-22-2019-01-29",6
690,NA,"CPH","LON",2019-01-23,2019-01-27,2019-01-14,1,"CPH-LON","2019-01-23-2019-01-27",9
360,NA,"CPH","LON",2019-01-23,2019-01-28,2019-01-14,1,"CPH-LON","2019-01-23-2019-01-28",9
460,NA,"CPH","LON",2019-01-23,2019-01-28,2019-01-15,1,"CPH-LON","2019-01-23-2019-01-28",8
553,NA,"CPH","LON",2019-01-23,2019-01-28,2019-01-16,1,"CPH-LON","2019-01-23-2019-01-28",7
555,NA,"CPH","LON",2019-01-23,2019-01-28,2019-01-17,1,"CPH-LON","2019-01-23-2019-01-28",6
360,NA,"CPH","LON",2019-01-23,2019-01-29,2019-01-14,1,"CPH-LON","2019-01-23-2019-01-29",9
361,NA,"CPH","LON",2019-01-23,2019-01-29,2019-01-15,1,"CPH-LON","2019-01-23-2019-01-29",8
369,NA,"CPH","LON",2019-01-23,2019-01-29,2019-01-16,1,"CPH-LON","2019-01-23-2019-01-29",7
395,NA,"CPH","LON",2019-01-23,2019-01-29,2019-01-17,1,"CPH-LON","2019-01-23-2019-01-29",6
303,NA,"CPH","LON",2019-01-23,2019-01-30,2019-01-14,1,"CPH-LON","2019-01-23-2019-01-30",9
302,NA,"CPH","LON",2019-01-23,2019-01-30,2019-01-15,1,"CPH-LON","2019-01-23-2019-01-30",8
369,NA,"CPH","LON",2019-01-23,2019-01-30,2019-01-16,1,"CPH-LON","2019-01-23-2019-01-30",7
369,NA,"CPH","LON",2019-01-23,2019-01-30,2019-01-17,1,"CPH-LON","2019-01-23-2019-01-30",6
369,NA,"CPH","LON",2019-01-24,2019-01-28,2019-01-14,1,"CPH-LON","2019-01-24-2019-01-28",10
369,NA,"CPH","LON",2019-01-24,2019-01-29,2019-01-14,1,"CPH-LON","2019-01-24-2019-01-29",10
369,NA,"CPH","LON",2019-01-24,2019-01-29,2019-01-15,1,"CPH-LON","2019-01-24-2019-01-29",9
369,NA,"CPH","LON",2019-01-24,2019-01-29,2019-01-16,1,"CPH-LON","2019-01-24-2019-01-29",8
369,NA,"CPH","LON",2019-01-24,2019-01-29,2019-01-17,1,"CPH-LON","2019-01-24-2019-01-29",7
359,NA,"CPH","LON",2019-01-24,2019-01-30,2019-01-14,1,"CPH-LON","2019-01-24-2019-01-30",10
359,NA,"CPH","LON",2019-01-24,2019-01-30,2019-01-15,1,"CPH-LON","2019-01-24-2019-01-30",9
369,NA,"CPH","LON",2019-01-24,2019-01-30,2019-01-16,1,"CPH-LON","2019-01-24-2019-01-30",8
369,NA,"CPH","LON",2019-01-24,2019-01-30,2019-01-17,1,"CPH-LON","2019-01-24-2019-01-30",7
369,NA,"CPH","LON",2019-01-24,2019-01-31,2019-01-14,1,"CPH-LON","2019-01-24-2019-01-31",10
369,NA,"CPH","LON",2019-01-24,2019-01-31,2019-01-15,1,"CPH-LON","2019-01-24-2019-01-31",9
369,NA,"CPH","LON",2019-01-24,2019-01-31,2019-01-16,1,"CPH-LON","2019-01-24-2019-01-31",8
369,NA,"CPH","LON",2019-01-24,2019-01-31,2019-01-17,1,"CPH-LON","2019-01-24-2019-01-31",7
369,NA,"CPH","LON",2019-01-25,2019-01-29,2019-01-14,1,"CPH-LON","2019-01-25-2019-01-29",11
359,NA,"CPH","LON",2019-01-25,2019-01-30,2019-01-14,1,"CPH-LON","2019-01-25-2019-01-30",11
359,NA,"CPH","LON",2019-01-25,2019-01-30,2019-01-15,1,"CPH-LON","2019-01-25-2019-01-30",10
359,NA,"CPH","LON",2019-01-25,2019-01-30,2019-01-16,1,"CPH-LON","2019-01-25-2019-01-30",9
438,NA,"CPH","LON",2019-01-25,2019-01-30,2019-01-17,1,"CPH-LON","2019-01-25-2019-01-30",8
369,NA,"CPH","LON",2019-01-25,2019-01-31,2019-01-14,1,"CPH-LON","2019-01-25-2019-01-31",11
369,NA,"CPH","LON",2019-01-25,2019-01-31,2019-01-15,1,"CPH-LON","2019-01-25-2019-01-31",10
369,NA,"CPH","LON",2019-01-25,2019-01-31,2019-01-16,1,"CPH-LON","2019-01-25-2019-01-31",9
438,NA,"CPH","LON",2019-01-25,2019-01-31,2019-01-17,1,"CPH-LON","2019-01-25-2019-01-31",8
543,NA,"CPH","LON",2019-01-25,2019-02-01,2019-01-14,1,"CPH-LON","2019-01-25-2019-02-01",11
580,NA,"CPH","LON",2019-01-25,2019-02-01,2019-01-15,1,"CPH-LON","2019-01-25-2019-02-01",10
558,NA,"CPH","LON",2019-01-25,2019-02-01,2019-01-16,1,"CPH-LON","2019-01-25-2019-02-01",9
710,NA,"CPH","LON",2019-01-25,2019-02-01,2019-01-17,1,"CPH-LON","2019-01-25-2019-02-01",8
559,NA,"CPH","LON",2019-01-26,2019-01-30,2019-01-14,1,"CPH-LON","2019-01-26-2019-01-30",12
343,NA,"CPH","LON",2019-01-26,2019-01-31,2019-01-14,1,"CPH-LON","2019-01-26-2019-01-31",12
361,NA,"CPH","LON",2019-01-26,2019-01-31,2019-01-15,1,"CPH-LON","2019-01-26-2019-01-31",11
369,NA,"CPH","LON",2019-01-26,2019-01-31,2019-01-16,1,"CPH-LON","2019-01-26-2019-01-31",10
369,NA,"CPH","LON",2019-01-26,2019-01-31,2019-01-17,1,"CPH-LON","2019-01-26-2019-01-31",9
510,NA,"CPH","LON",2019-01-26,2019-02-01,2019-01-14,1,"CPH-LON","2019-01-26-2019-02-01",12
547,NA,"CPH","LON",2019-01-26,2019-02-01,2019-01-15,1,"CPH-LON","2019-01-26-2019-02-01",11
547,NA,"CPH","LON",2019-01-26,2019-02-01,2019-01-16,1,"CPH-LON","2019-01-26-2019-02-01",10
641,NA,"CPH","LON",2019-01-26,2019-02-01,2019-01-17,1,"CPH-LON","2019-01-26-2019-02-01",9
450,NA,"CPH","LON",2019-01-26,2019-02-02,2019-01-14,1,"CPH-LON","2019-01-26-2019-02-02",12
483,NA,"CPH","LON",2019-01-26,2019-02-02,2019-01-15,1,"CPH-LON","2019-01-26-2019-02-02",11
447,NA,"CPH","LON",2019-01-26,2019-02-02,2019-01-16,1,"CPH-LON","2019-01-26-2019-02-02",10
499,NA,"CPH","LON",2019-01-26,2019-02-02,2019-01-17,1,"CPH-LON","2019-01-26-2019-02-02",9
777,NA,"CPH","LON",2019-01-27,2019-01-31,2019-01-14,1,"CPH-LON","2019-01-27-2019-01-31",13
895,NA,"CPH","LON",2019-01-27,2019-02-01,2019-01-14,1,"CPH-LON","2019-01-27-2019-02-01",13
954,NA,"CPH","LON",2019-01-27,2019-02-01,2019-01-15,1,"CPH-LON","2019-01-27-2019-02-01",12
1016,NA,"CPH","LON",2019-01-27,2019-02-01,2019-01-16,1,"CPH-LON","2019-01-27-2019-02-01",11
1152,NA,"CPH","LON",2019-01-27,2019-02-01,2019-01-17,1,"CPH-LON","2019-01-27-2019-02-01",10
1259,NA,"CPH","LON",2019-01-27,2019-02-01,2019-01-20,1,"CPH-LON","2019-01-27-2019-02-01",7
884,NA,"CPH","LON",2019-01-27,2019-02-02,2019-01-14,1,"CPH-LON","2019-01-27-2019-02-02",13
975,NA,"CPH","LON",2019-01-27,2019-02-02,2019-01-15,1,"CPH-LON","2019-01-27-2019-02-02",12
905,NA,"CPH","LON",2019-01-27,2019-02-02,2019-01-16,1,"CPH-LON","2019-01-27-2019-02-02",11
1010,NA,"CPH","LON",2019-01-27,2019-02-02,2019-01-17,1,"CPH-LON","2019-01-27-2019-02-02",10
1087,NA,"CPH","LON",2019-01-27,2019-02-02,2019-01-20,1,"CPH-LON","2019-01-27-2019-02-02",7
843,NA,"CPH","LON",2019-01-27,2019-02-03,2019-01-14,1,"CPH-LON","2019-01-27-2019-02-03",13
902,NA,"CPH","LON",2019-01-27,2019-02-03,2019-01-15,1,"CPH-LON","2019-01-27-2019-02-03",12
900,NA,"CPH","LON",2019-01-27,2019-02-03,2019-01-16,1,"CPH-LON","2019-01-27-2019-02-03",11
955,NA,"CPH","LON",2019-01-27,2019-02-03,2019-01-17,1,"CPH-LON","2019-01-27-2019-02-03",10
1022,NA,"CPH","LON",2019-01-27,2019-02-03,2019-01-20,1,"CPH-LON","2019-01-27-2019-02-03",7
510,NA,"CPH","LON",2019-01-28,2019-02-01,2019-01-14,1,"CPH-LON","2019-01-28-2019-02-01",14
450,NA,"CPH","LON",2019-01-28,2019-02-02,2019-01-14,1,"CPH-LON","2019-01-28-2019-02-02",14
483,NA,"CPH","LON",2019-01-28,2019-02-02,2019-01-15,1,"CPH-LON","2019-01-28-2019-02-02",13
447,NA,"CPH","LON",2019-01-28,2019-02-02,2019-01-16,1,"CPH-LON","2019-01-28-2019-02-02",12
499,NA,"CPH","LON",2019-01-28,2019-02-02,2019-01-17,1,"CPH-LON","2019-01-28-2019-02-02",11
